name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
most of the beaches in have golden or black sand since it is a volcanic region	1170	0.047972552	0.119328395	-0.02952617	1.2402116	-12.157398	-0.8956103	0.6864077	0.5496537	0.52976465	14	5	-1	6
a must first win the primary elections within his party and then win the general elections	382	0.25132298	-0.021298202	-0.03018865	10.223633	-9.884906	-0.40027788	-0.4853006	-0.0851394	-0.39457887	8	7	-1	13
a allows both parties talk to each other about the dispute and aids in making a settlement	766	0.07246648	0.048849292	0.08612224	3.3618026	-5.845457	-7.9559393	0.09343813	0.59459716	0.07474149	-1	-1	-1	-1
an can be done without legal involvement	954	-0.021120712	-0.1775786	-0.17186351	11.147229	13.86395	2.47806	0.67333883	-0.5328469	0.60507673	4	15	-1	7
are already in the soil , water , and animal wastes	888	-0.119724944	0.05085584	-0.19306849	-3.8660123	-12.701063	13.274359	0.4707857	-0.78117734	-0.5934761	15	16	3	9
do not usually inhibit life cycles	259	-0.0019417467	-0.10700986	0.14866295	-6.7771792	12.770749	-14.887065	-0.34124684	-0.7299949	0.3663969	-1	12	0	0
most of the tourist spots in the are islands or resorts which resonates the name , “ garland of islands ”	1894	0.032414775	0.123424575	-0.031487882	1.0677695	-11.969321	-1.5224255	0.5753888	0.54984415	-0.16201782	14	5	13	6
is the input brake horsepower of an engine	154	0.17388543	0.13783555	-0.026938744	-3.0620933	-10.135384	-7.2141304	0.4629415	0.4534137	-0.37265596	-1	-1	-1	-1
is a little ahead of the game in this regard	462	-0.027930932	-0.08046192	0.21344732	-9.73987	10.1804695	-13.439255	-0.11977401	0.5920011	-0.007870956	18	10	-1	28
: The chickenpox is a primary infection	1908	-0.120169945	0.047338784	-0.19329731	-4.325935	-12.325704	13.496475	0.4810678	-0.7844375	-0.664119	15	16	3	9
business	1240	-0.018479023	-0.07762335	0.21300974	-10.1851225	8.680212	-13.684292	-0.1179355	-0.12163909	-0.017388081	18	10	-1	28
while the tells the consumer of the content what to expect from the story or act beforehand	1469	-0.018965984	0.061369505	-0.010341052	1.179769	-4.2096815	-6.753986	0.08998694	0.36933818	0.06438206	14	38	-1	16
are produced by the nervous system	718	-0.080212064	-0.04890324	0.11284459	0.07937033	14.778109	-7.033882	-0.13267842	0.20166333	0.679361	-1	8	10	-1
with the the programs are scrolled within the start menu making it much less confusing when you want to find a particular program	1938	0.0057429997	-0.059412807	-0.0028676381	4.182885	8.97686	-7.779883	0.25690156	0.013869446	0.18046188	-1	-1	17	-1
is an approach that attempts to impose rules of correct usage on the users of a language	1379	-0.10972199	-0.041645795	-0.017031774	-1.6727113	9.7407875	9.147772	-0.004542472	-0.10967446	0.29408857	-1	-1	-1	-1
support private health care systems and believe that the regulation of the national health care system should not be entirely in the hands of the government	81	-0.01847459	-0.07474549	0.20432684	-11.197203	7.7909813	-12.223684	-0.0040912554	-0.3333367	0.0006143894	18	10	21	28
the of the work , on the other hand , is usually an overarching message and is communicated through the setting of the story , the characters , and the action contained therein	229	-0.051162716	0.03643742	-0.11580889	5.0847936	-8.422458	10.499852	0.49854514	-0.21244076	0.37323016	-1	32	-1	-1
the has amazing views of gardens and landscapes	1141	-0.15349601	0.022979049	-0.024072904	-6.272141	0.38760406	10.182643	0.022383412	-0.3885051	0.56117815	-1	34	-1	39
the is limited to a maximum resolution of 720p on the rear facing camera alone	2001	-0.048299037	-0.10032743	0.056976467	-6.88144	7.537782	-4.2423034	-0.2080525	-0.19119762	0.7143533	29	30	10	-1
the network is retired in favor of the much faster 3G.	740	0.004545344	0.084151104	0.08067621	-18.529377	-2.1673865	-5.497349	-0.30712354	-0.75729257	0.27911517	13	2	0	-1
are solid at room temperature	1283	-0.036393933	0.039753154	0.012868657	-10.946516	8.762593	7.2103176	0.070538506	0.28585628	-0.5501453	14	9	-1	17
is the conversion of a solid into a liquid	62	-0.04632085	-0.09041582	0.029557263	7.4984183	4.560738	-9.701674	0.046717178	0.20911124	0.32124782	29	19	-1	22
is usually used to cater the short term fund requirements of businesses . So , when central banks increase the repo rate , they try to reduce liquidity in the economy . However , it does n’t affect the market rate of interest , because commercial banks bear the additional burden to secure their customer base	373	-0.1325829	0.032833453	-0.16547826	-3.0762303	-10.819319	14.047096	0.6525902	-0.65941787	0.06985287	-1	16	-1	9
they are not as portable as	1396	0.09321694	0.0056020822	-0.17625682	-2.4128997	-14.767246	13.969929	-0.22206822	-0.58191484	-0.51680315	-1	16	-1	-1
since is about doing things right , it demands documentation and repetition of the same steps . Doing the same thing again and again in the same manner will certainly discourage innovation	1674	-0.07457458	0.031851724	-0.12700814	2.2761986	-3.4119892	14.622577	0.15861963	0.09289075	0.422483	-1	36	-1	38
the stores its payload in an inner chamber by the rear end of the tube	333	0.09307797	0.005842555	-0.1684142	-2.4141011	-14.76572	13.969633	-0.21677111	-0.5720154	-0.52695286	-1	16	-1	-1
, for instance , knows how to form pieces of wood together so as to make a seaworthy vessel but he does not have , and has no need for , a syllogistic , causal demonstration based on the primary principles or first causes of things . Thus , he needs to know that wood , when properly sealed , floats but he need not be able to show by virtue of what principles and causes wood has this property of buoyancy .	630	0.051831994	0.30738416	0.1716583	-17.081022	0.49808428	3.9648147	0.36806807	-0.7578638	0.84348005	0	33	-1	20
is a free program developed and distributed by Adobe Systems that allows you to view PDF or portable document format files . It is a cross-platform application meaning the PDF file will look the same on a Windows as it will on a Mac and it also allows searching through PDF files	1265	0.093944825	-0.10159527	0.031409837	6.4794755	5.7529902	-7.110857	0.10407809	0.10670162	0.14070682	-1	-1	20	-1
the on the other hand can be ousted or dismissed by the Supreme Leader	1305	-0.15726611	0.019319626	-0.021417623	-7.4684577	1.1528597	9.178032	-0.022874514	0.12367713	0.13478923	-1	34	18	39
can be due to chemical substances or energy such as light and sound	2047	-0.059015512	0.114938915	0.03093799	-13.1112	0.98989964	0.20981559	0.01330512	0.510259	0.70587957	-1	-1	-1	-1
believe that God is divine and not human and does not have a wife	852	-0.10694542	0.119587	-0.11823021	2.4434197	-9.564391	8.418501	0.7611813	0.4555591	-0.028472934	-1	-1	-1	-1
in a , there are binding legal agreements that prevent states from leaving the union . Relations among states within a federation are stronger as the different entities come together to create a new nation state	1461	-0.04609629	-0.069309354	0.004326721	4.559757	2.1631415	-12.368661	0.095465995	0.434274	0.19850564	29	11	19	19
the looks virtually identical to the first one , keeping the same minimalistic design . However , the new beacon is a bit different now and it goes into an electricity outlet now , rather than sitting idle on a flat surface	1642	0.15424757	-0.002609072	0.06294518	9.592441	-6.153738	-16.668875	0.23660408	0.95700705	0.45030445	5	14	-1	2
have a wider jurisdiction compared to businesses . Governments also have numerous agencies that cater to public services . The institution provides a sense of equality as well as national identity	135	-0.1298708	0.0028093546	0.092161	-6.9746957	-1.0591996	-0.71281326	0.14996356	0.45507088	0.22701211	-1	26	19	-1
, which is the specific tool to Human Capital Management	1772	-0.12633742	0.15698609	0.025115915	-7.0290384	-6.4293637	3.9795978	0.3348108	-0.19365843	0.70772403	23	25	22	34
none of mobile phones have the functions I am looking for	1823	0.24602123	-0.021463431	-0.024857376	8.7424	-7.8889394	-0.22771859	-0.5862115	0.3293634	-0.29950336	8	7	-1	13
is spoken by the majority in Karnataka	1023	-0.04590949	-0.09871632	0.19745684	-7.5964704	1.7128205	-8.93598	-0.17888674	-0.98741513	0.18836795	18	31	-1	25
whether a person dies from electrocution is based on the and not the voltage	874	0.09345799	0.17554644	0.0031894622	-4.627728	-9.5773535	-9.991229	0.25465566	0.6228819	-0.55135816	11	-1	-1	-1
the refers to efforts to limit the emission of greenhouse gases	390	-0.034477524	-0.10330562	-0.10875409	8.088331	10.041333	-4.7300572	0.41854563	-0.35909408	0.023064502	-1	-1	-1	-1
is caused by a noncancerous pituitary tumor or non - pituitary tumor of the lungs or other parts of the brain	287	-0.105585515	0.05627155	0.043169875	-9.292374	-8.537926	7.552201	0.42388207	-0.19313362	0.64963573	26	28	22	35
is a permanent system whereas tax is not	1707	-0.12013449	0.035623245	0.02717952	-9.442816	5.5033603	5.874433	0.51616853	0.6441862	-0.17991312	-1	9	13	17
, on the other hand , are bulky and not too portable to be carried around while walking or running	2034	-0.16131616	-0.055276565	-0.11580507	3.7342951	8.287494	12.505937	0.54057556	0.03862086	0.21907313	-1	42	17	40
, on the other hand , trails far behind Verizon in terms of 3G/4 G network coverage	355	-0.06275344	-0.011600132	-0.10002348	0.2766622	4.835817	8.713	0.57471853	-0.47044778	0.35227886	-1	-1	22	-1
focuses on correct usage	1194	-0.09642799	0.06166385	0.06975524	-9.993296	-6.81009	7.724078	0.43220016	-0.10889137	0.3288925	-1	28	-1	-1
is aged in stainless steel barrels ,	1645	-0.10547359	0.086182006	-0.05736628	-6.6441474	-12.033359	9.092204	0.24118333	-0.30903852	0.2519346	-1	28	22	-1
develops before puberty and therefore can cause a delay in the onset of puberty	1777	-0.10069592	0.055212017	0.042850494	-9.24492	-8.223157	8.350328	0.42771584	-0.190269	0.6454099	26	28	22	35
provides a base to define the new simplified EJB API that assist an ease of development . Its additional function is the new Java Persistence API for the management of persistence and object / relational mapping with Java EE and Java SE	30	-0.067983545	-0.1056549	0.19466166	-2.1042407	5.778379	-11.807667	-0.046717484	-0.44743067	0.5332341	18	-1	-1	-1
transportation of substances in the is bi - directional	2060	-0.054740295	0.10296988	-0.060379513	0.37014794	-11.945897	7.1192284	0.41436398	-0.22116588	0.17746796	-1	23	22	-1
as they just share in the memory space of the JVM	1692	-0.027768038	0.0038237278	0.04618539	-19.050148	-0.35800767	-2.9034157	-0.38408163	-0.04684723	0.5247517	-1	2	-1	-1
the of an agreement	1725	-0.022607109	-0.18127722	-0.17623825	10.723484	12.396264	3.0106678	0.5596343	-0.7181915	-0.16781561	4	15	4	7
stammer	226	0.10200443	0.2103835	-0.10267073	0.2642517	-17.34923	1.7203281	0.30397257	0.22494985	-0.63655895	1	22	-1	12
the government collects for the overall development of the country	1801	-0.13707146	-0.0036217184	0.057967704	-13.589249	2.7282548	8.889843	0.6862103	0.4016055	0.024549598	-1	-1	13	-1
: Miscarriage is a disturbed pregnancy that ends before the fetus is able to survive outside the uterus	246	0.041836426	-0.014306834	0.13198063	-10.054495	-0.98473644	-10.870984	0.13832268	0.03922795	-0.77083987	10	31	1	-1
in computer architecture , a is a special region of the computer\\u2019s memory explicitly allotted for automatic variables . In programming , automatic variable is a local variable meaning the scope of the variable is local to the block in which it is declared . Memory is allocated automatically to these variables upon entry to the block and memory is freed upon exit	208	-0.16564511	-0.097277336	-0.18008602	8.963003	7.474506	7.6528716	0.6407407	0.0054501584	0.12822302	-1	17	-1	40
organisms which obtain nutrients , perform metabolism , produce energy , and can move about in the surroundings are . They can grow , reproduce , maintain homeostasis , adapt , and evolve	1885	-0.12924019	-0.053505726	-0.18596688	7.605534	3.4288077	10.874427	0.46342662	0.03799248	-0.1988722	-1	-1	-1	-1
come with a paper cover	93	-0.10035117	-0.06349448	0.026567211	-7.9855504	2.3354926	0.4919465	-0.1935203	0.15399264	0.13452859	-1	-1	18	-1
is perfect for data-intensive use such as online movies , YouTube , video conferencing , downloading music and videos , etc . Generally , Wi-Fi has no limit on how much data you can use in a day or a month	130	0.06465418	0.00613196	-0.09065781	6.688748	-4.7742257	13.032321	0.08237286	0.3061591	-0.09215588	17	32	-1	-1
offers a tactical approach	1848	-0.07885943	-0.13178463	0.096062824	2.3943026	4.5178137	-13.314161	0.05352507	-0.11365402	0.7753972	-1	-1	10	-1
beds are badly made	1833	0.24595472	-0.023071967	-0.028113004	12.604616	-7.6571274	-3.5616205	-0.58823997	0.34350267	-0.40026	8	7	7	13
is an online retailer of various products	1291	-0.15344541	0.1432625	-0.016900035	0.8671017	-10.291726	5.325106	0.83193684	-0.027734036	0.11781586	-1	-1	-1	-1
is the Anglicized version of the Greek word meaning “ alone	1340	0.008307512	0.17851236	0.062406786	2.9843256	-7.0261197	-15.410776	-0.36721778	0.017240776	0.053758234	-1	13	-1	1
the is a loner	1277	-0.036777757	-0.14918678	0.15326448	-1.2501593	8.91457	-14.035437	-0.13684826	0.6641054	0.7621654	-1	11	-1	18
if a patient displays any of the following symptoms , he may be having a : A sudden weakness or numbness in the face arms or legs , particularly those concentrated on a specific side of the body . Sudden confusion or a difficulty to understand or speak . A sudden inability to see in one or both eyes A sudden trouble in doing any one of these- walking , maintaining balance or coordinating movements A sudden and severe headache without a known reason	291	0.18553294	0.040231608	0.002012231	6.1097603	-10.168512	-7.5414386	-0.05842782	0.30193046	-0.15538426	6	24	-1	11
the is the absolute head of state	1890	-0.15740903	0.06906798	0.045829643	-8.9211445	1.2738038	7.9395514	-0.03378062	0.15919489	0.49112272	-1	34	10	-1
gasoline	534	0.24749063	-0.019360298	-0.02615	11.577536	-9.104824	-4.1236367	-0.5923384	0.29444396	-0.40423757	8	7	7	13
is a synchronized Map	314	0.06250144	0.023096476	0.030609176	12.862952	9.720867	-5.660558	-0.5225237	-0.06093054	0.29138774	-1	20	-1	10
, in its natural state , exists as a liquid . The hydrogen atoms inside the water molecules are not sufficiently close ; hence the hydrogen bonding between the molecules is constantly forming and breaking . This causes water to lack a distinct structure , and gives it its fluid appearance . In its liquid state , a water molecule is on average only hydrogen-bonded to approximately 3.4 neighbouring water molecules at any one time . The density of liquid water is 1.00 g/cubic cm	1818	0.24713963	-0.023088798	-0.028529147	12.562374	-7.592441	-0.96246	-0.5924049	0.10637882	-0.40354696	8	7	8	13
this practically makes sense because most literatures , arts and Chinese terminologies are in and that most Cantonese users know Mandarin	1490	0.24041258	-0.028239409	-0.031032812	12.672332	-2.8719625	-0.4509606	-0.5905091	0.10562997	-0.40131405	8	7	8	13
the has a Digic III	1776	0.24248505	-0.06179088	0.015190858	18.518759	-9.465214	-6.693821	-0.4248524	-0.23167548	-0.39433	7	6	5	14
is half empty	1910	0.067213126	0.13934642	-0.03798587	-3.109743	-5.4967227	-7.5813794	0.4816683	0.6848355	-0.07368794	14	-1	-1	-1
work on a simple principle . It usually consists of two to three large propeller-like blades which turn around a rotor when the wind blows and the rotor is connected to the main shaft . When the wind blows , the blades of the turbine start to spin which in turn drives an electrical generator to generate electricity	2072	-0.1365582	-0.044007003	-0.059105903	-8.734624	11.625948	9.615933	0.21431305	-0.26962063	0.20791365	19	9	22	-1
a is used to measure the volume of liquids	1018	-0.0038480181	0.12571792	0.07902247	-12.938819	0.43545148	-2.9008744	-0.489722	0.46772206	0.3199289	13	33	2	32
we could say the commands such as SELECT , UPDATE , and INSERT is perfect examples for a .	1734	0.050939657	0.2534604	-0.07373602	-0.7348716	-18.7323	0.14505875	0.42470476	0.21878481	0.5499174	1	22	14	-1
in the new , you can have multiple pages in a folder when you cross 9 apps	1231	-0.06447606	0.03435428	-0.06478955	3.260733	6.973785	8.939994	0.6878459	0.20957601	0.20094115	-1	-1	-1	-1
using is advantageous for network administrators because it removes the repetitive task of assigning IP addresses to each computer on the network and when adding more units . It might only take a minute but when you are configuring hundreds of computers , it really gets annoying	1383	0.028163519	-0.06632875	-0.14040254	15.926391	2.5474281	5.208979	-0.37397566	-0.26214924	0.3771829	-1	0	-1	5
tend to be solid at room temperature and contribute to higher cholesterol levels in the blood . You will do well to eliminate these from your diet	796	0.18526265	0.0377642	0.004465764	5.8695793	-9.957349	-7.9215794	-0.055000573	0.5042647	-0.14289446	6	24	15	11
a is a residential house that emphasizes the terraced portion	553	-0.07398052	0.10426142	-0.08587348	0.043406263	-12.462651	6.9465184	0.40032378	-0.38460904	0.5014401	-1	23	22	-1
doesn\\u2019 t imply that two things are identical , it merely implies that it has some resemblance	1273	0.09962129	-0.06763263	-0.04594883	4.701851	0.29333898	-5.8030496	-0.57645	0.585651	0.14708367	-1	-1	2	-1
discriminated Native Americans	762	-0.040736288	0.08008762	0.06976638	-18.471739	-2.292331	-2.8061366	0.4387586	0.06363902	0.30142897	-1	2	17	29
a , on the other hand , minimizes fluctuations within the mean speed which occurs due to load variation . It increases the fuel flow to keep the mean speed constant	1767	-0.0076414826	-0.107854046	0.054682054	-1.1282557	9.474778	-3.395881	-0.20050722	0.43167153	0.6272098	-1	-1	-1	-1
in , bread and wine are considered as symbolic representations of the body and blood	1633	0.15786135	-0.0038811716	0.061735258	9.634225	-7.0635743	-16.95948	0.20971799	0.98604226	0.49140668	5	14	-1	2
- adults and children(more mature depictions like violence , sexual themes etc . )	2066	-0.0015997766	-0.07591123	-0.033629637	-0.50480545	3.6252048	7.0835156	0.4748317	-0.3721369	0.6137235	22	-1	22	-1
variance	972	-0.004840044	0.034862	0.16839431	-12.216997	0.94019544	-6.031064	-0.5232846	0.09905356	0.6337152	2	-1	-1	-1
the on the other hand is subordinate to the Supreme Leader and holds formal functions of the executive branch	611	-0.1627335	0.023870874	-0.013904328	-7.0274405	0.8737373	9.311078	-0.012769839	0.35400715	0.58579385	-1	34	-1	39
for example , while eight percent of the population live in poverty	1919	0.16186948	0.011454386	-0.15533844	17.749151	-3.963144	7.8078365	-0.6116033	-0.21372624	-0.18609977	-1	1	-1	8
in the , the federation is formed of 50 individual states	2059	-0.027514396	-0.06782729	0.20934153	-12.3853655	10.284112	-14.747251	-0.082346186	-0.34438172	-0.15076113	18	10	-1	28
primary starts off from the procambium	1335	0.016055219	0.07654562	0.053112686	-12.668044	-0.7607781	4.042382	0.4094743	0.1934307	0.11348288	13	33	-1	-1
are released from the terminal end buttons of neurons	562	-0.09422889	-0.050153676	0.0663562	0.21809739	15.619863	-7.4121666	0.35605744	0.4231617	0.69352365	-1	8	-1	-1
the stores excess of rotational energy for intermittent use . It stores energy when the supply is more than what ’s required for the operation and releases the same when the supply is less than the requirement	70	-0.023547366	-0.12764497	0.06676577	-3.508482	8.363947	-3.8159628	-0.2811826	0.42941388	0.65025693	-1	30	-1	36
the had a single rounded dome top	1250	-0.015533446	-0.18646803	-0.17733482	11.640055	12.981257	1.9615289	0.7928344	-0.03484311	-0.15966141	4	15	-1	7
contain enormous blades which move in a circular motion when wind blows against those blades which in turn spin a shaft . The shaft then prompts a generator which is connected to the blades to generate electricity	573	-0.08329094	-0.14215128	-0.15012419	3.8565216	2.1450744	-3.0368276	0.1949446	-0.49142426	0.13492052	-1	-1	-1	-1
have a paper cover and are released in serial comic magazines	1639	0.14000495	-0.015384367	0.043788258	-7.542396	1.9260056	-2.6446939	-0.47523394	0.28966978	-0.41249472	5	26	-1	-1
is thread-safe and can be shared between multiple threads	1090	-0.023206549	-0.038399536	0.09445539	12.832321	10.475395	-6.939735	-0.37000522	-0.071016565	0.7569704	-1	-1	10	-1
means total control	188	0.057933297	-0.11581141	-0.031845745	10.923089	2.0358772	-9.244058	-0.359969	0.694101	0.4392556	-1	19	-1	-1
ex : such as smog and global effects such as climate changes	1049	-0.08140207	0.15211588	-0.07946975	-1.1266067	-2.739236	19.588009	0.3119251	-0.5187697	0.62677175	-1	-1	-1	-1
contracts	873	-0.020827213	-0.18304738	-0.17547186	11.409381	12.989933	3.4643018	0.56225824	-0.72050065	-0.17255263	4	15	4	7
describes how language is actually used	1330	-0.12785833	0.053185746	0.05866065	-10.55174	8.065601	5.0004244	0.022534568	1.0460502	0.58544374	-1	9	-1	17
the is only in sedan type	1253	0.04620567	0.2321739	0.113929026	-15.456088	0.6277872	4.3330026	0.44889373	0.15788615	0.64345926	-1	33	-1	-1
the ’ two classifications are “ amino acid-based and steroids ”	2056	-0.12606259	0.059117585	0.093601055	-11.445546	-6.079569	1.0705155	0.00836263	0.4225855	0.38661516	-1	4	19	-1
is short - term . Its benefits are received within the current accounting year	1860	-0.09160644	0.08402503	0.08445193	-8.686735	-13.18625	-2.1481876	0.5875594	0.81503594	0.06947365	27	3	12	30
the first was designed by Mark Crispin at Stanford University in 1986	1782	0.07540529	0.14554885	0.076084696	2.6458309	-9.774641	-16.10287	-0.008122875	-0.82845867	0.10840503	12	-1	-1	-1
tackles the software side of computers	756	-0.08553393	-0.12550601	0.17586142	0.5282045	6.7375584	-11.381238	0.64122564	-0.13745442	0.5455873	18	11	-1	18
to start with the now comes with a 12 megapixel sensor	1354	-0.09359444	0.1032607	0.03106681	-11.500359	-8.137615	0.24946499	0.84408665	-0.32970122	0.32694027	-1	4	-1	-1
are requesting photo identification for voting : they believe that such measure would prevent cases of election fraud	77	-0.013036097	-0.07800222	0.20558983	-11.843514	7.4288006	-13.392904	0.0012198271	-0.34351516	-0.0014639947	18	10	21	28
is the 12th largest group in the world	1135	-0.040221438	-0.005449193	-0.118178174	-0.1325942	4.8376555	9.442568	-0.016907094	-0.483546	0.21019922	-1	-1	-1	-1
is a mechanism of heat transfer through solid materials . Conduction as a process represents an exchange of kinetic energy of molecules in their mutual collisions . In the collision of molecules , kinetic energy is exchanged , whereby faster molecules that have higher kinetic energy and greater heat give part of the heat to slower molecules that have lower heat level	117	0.099719584	0.021564826	-0.16275646	17.892694	-3.2492044	8.352203	-0.14311095	-0.21435045	0.49081132	-1	1	-1	8
the holds absolute power	523	0.07369646	-0.14809296	-0.028463433	11.969144	3.315205	-5.0560794	0.4818141	-0.25587	1.1841908	-1	-1	-1	-1
a brings out the literary talent of a playwright . A skillful use of words and dialogue make a play appealing from a literary point of view A	652	-0.13041493	0.058916513	0.008093954	-9.682064	-10.789606	8.654062	-0.30857393	-0.30216423	0.36815587	-1	28	-1	-1
is a former Latin name referring to the planet Venus , and is associated with the falling of the morning star from heaven	1003	0.0071929344	-0.19689356	0.07268842	-2.277937	12.588138	-14.986394	-0.700249	-0.39775407	0.7252135	-1	-1	-1	-1
is a type of steroid	1870	-0.08743211	-0.10700524	-0.18119493	9.672938	2.85374	6.5384536	0.29556134	-0.6075875	0.7147138	-1	-1	-1	-1
stutter	212	0.09968622	0.22095092	-0.1034499	-0.3258488	-17.98416	2.0138943	0.2941601	0.16647084	-0.70420563	1	22	1	12
is treated with fluids and oxygen therapy	1299	-0.08928211	-0.10615672	-0.17167495	9.665423	2.848123	6.535672	0.31090128	-0.45651785	0.43614495	-1	-1	22	-1
usually deals with loans ,	639	0.04426018	-0.0175088	-0.08798792	10.985868	9.866393	-2.9260807	0.5713392	-0.36359227	0.4014083	17	20	-1	-1
( doxa ) , reality	262	0.04079354	0.27654573	0.15093507	-16.531096	0.9131178	4.253517	0.43006235	-0.7592783	0.70602894	0	33	-1	20
the has a memory card slot	980	-0.017571418	-0.074936	0.15099047	-11.89515	6.6424274	-12.134721	-0.13830312	0.10377195	0.099894404	-1	10	18	-1
an individual within the organization might cause the essence of lacking or a party might make himself or herself not to feel safe . For example , security analyst and the forces mandated with ensuring security secure the perimeter of the organization , assets , or even an individual hence shielding against any external threats . However , they are not concerned with the internal aspects	493	0.24061187	-0.020182526	-0.027380297	10.628268	-6.0512705	0.70544857	-0.5833104	0.29059392	-0.4002493	8	7	7	13
are caused by both individuals and other people . An example is restrictions by the law on certain activities	1602	-0.01969823	-0.12703253	-0.005122776	-4.0915084	13.169704	4.6363826	-0.80655456	0.12984526	0.5565159	-1	-1	-1	-1
can be caused by RSV , coronavirus , parainfluenza virus , influenza type A , and influenza type B virus . Chronic bronchitis can be caused by smoking cigarettes	735	0.013413311	-0.09413728	-0.119326495	8.566587	1.0117636	5.976965	0.2969724	0.294927	0.64576674	-1	18	-1	-1
is ideal for users with only one email client and who do not need access to messages remotely or for users with limited storage assigned to their account . Any changes made on one device wo n’t be replicated on other devices	1588	0.056120712	-0.07709918	-0.13613093	16.355711	2.9205868	4.4453917	-0.46710885	-0.27515692	0.11664809	-1	0	-1	5
is a separation technique	498	0.07035999	-0.08310006	0.06718465	-1.0891268	17.76147	-3.3914428	-0.5874172	0.2092792	0.6412555	16	8	9	26
villages	1827	-0.03530677	-0.032367226	0.0035139718	5.149792	9.678419	-5.440526	0.30978397	-0.4767348	0.15915479	28	21	22	23
is his prophet and messenger	1424	0.12685354	-0.009160959	0.059964757	8.8075695	-6.4667335	-16.62949	-0.4861678	0.94994026	0.47848922	5	14	-1	2
ice	712	0.24738233	-0.02007348	-0.03006154	13.861087	-8.34104	-0.6934673	-0.5963309	0.10116019	-0.4082417	8	7	8	13
when attacks , intravenous steroids are used to ease symptoms	242	-0.05486615	0.06823226	-0.017202275	-7.416144	-8.35836	7.2467704	0.43646243	-0.29778185	0.5201199	-1	28	22	-1
looking at the strategies , building flood barriers , developing drought-resistant crops , using scarce water resources more efficiently , and developing effective early warning systems are some measures we use in	1080	-0.013759552	-0.110821396	-0.05304801	9.430319	10.08679	-4.423787	0.3923532	-0.18634772	0.09187012	22	20	-1	-1
for it ’s more delineated	993	-0.0704399	0.083184205	-0.09776944	-4.3654776	-12.343484	8.918108	0.4312177	-0.53766716	0.17748661	-1	29	-1	-1
to get , you take the units sold multiply them by the selling price for each unit	1520	-0.09772643	0.14855619	0.04559637	-13.136923	1.5777366	7.614143	0.7139905	0.40527517	0.47924158	-1	33	11	-1
is used in wireless access points	736	-0.03258855	0.07784837	0.02104036	-3.515096	-2.2713466	2.2146194	0.33157507	0.17338395	0.2229477	-1	-1	17	-1
: For treatment of gout are used non - steroidal anti - inflammatory drugs , corticosteroids , and colchicine . The healthy diet and the limitation of alcohol intake are very important	1678	-0.12882595	0.0546729	0.058217663	-10.70894	7.82112	5.3971586	0.4428471	1.0438362	0.5571105	-1	9	-1	17
in , the human activities lead to changes in climate	1968	-0.049407788	0.23649727	0.06731883	-16.21974	-6.6899633	-2.1141214	0.12816744	0.6712463	0.30560037	-1	-1	-1	-1
are employed in a variety of jobs	1492	-0.1239441	0.08208393	0.074689396	-13.385801	2.3080401	8.345522	0.70235056	0.4095101	0.3272983	-1	33	-1	-1
was more anti - capitalistic that favored agrarianism while opposing drastic modernization	1382	0.0004477082	-0.03629138	-0.01072342	-3.4812157	1.197274	3.0341988	0.28151977	0.068745166	0.6321527	-1	-1	-1	-1
the impact of other greenhouse gases is measured quantitatively using carbon dioxide as a reference . It is given as carbon dioxide equivalents of	1280	-0.06492935	-0.04217956	-0.07507909	5.809721	5.440671	5.6120963	0.30017176	0.4262347	0.45714965	-1	-1	14	-1
to achieve the same level of performance as	1960	-0.021762311	-0.029063525	0.05752553	-6.761688	7.7012935	3.5346696	0.23196885	0.4506032	-0.011610346	-1	-1	-1	-1
, on the other hand , is used for dynamic memory allocation meaning memory is allocated manually at the runtime during the execution of a program	103	-0.19050832	-0.00787873	-0.048829902	-6.080727	1.1207787	7.46202	0.644371	0.08539936	0.12126809	-1	34	-1	-1
voltage	160	0.095003806	0.17147662	0.0048742616	-4.604627	-9.505141	-9.964794	0.1909275	0.44080573	-0.88964784	11	-1	-1	-1
are happy to see you when it is awaken from sleep , but a	1009	-0.03327562	-0.12411525	0.13654298	-8.15943	9.441187	-12.65687	-0.11666925	0.59532744	0.20666452	-1	10	-1	28
the is a form of Christianity which is different from other Christian churches	1155	-0.0784176	0.07806312	-0.16273315	0.36505938	-2.37874	18.19259	0.37524512	-0.601713	0.70631117	-1	35	-1	-1
his may be totally against it	657	-0.061820377	-0.018558802	-0.09651999	4.6546054	0.93467426	15.606979	0.48245975	-0.38718995	0.32059973	-1	36	22	38
that is ; the applications of include the production of distilled beverages , desalination , separation of crude oil into components , etc	1863	0.08854805	-0.077804066	0.052312635	-0.6394821	18.430422	-3.3893213	-0.58614117	0.45915627	0.64340204	16	8	9	26
is directly related to the word alternative	721	0.011739753	0.22847842	0.0100625185	-3.1313167	-19.122694	-2.7737951	0.6976304	0.3195397	0.4793032	-1	22	11	4
is not shown on the balance sheet	1584	-0.1058624	0.08355025	0.058331482	-8.936137	-12.940532	-1.2382654	0.577498	0.8121996	0.073013194	26	3	12	30
norton	1446	-0.0224474	-0.0748235	0.20656179	-10.551464	9.073401	-12.196005	-0.23051812	0.4096998	-0.017190414	18	10	-1	28
